32.0,25.0,70.0,0.8526874861450187,0.604637804098369
64.0,23.0,80.0,0.7170031796251778,0.6716553934257568
64.0,30.0,85.0,0.7170031796251778,0.7141080285900221
64.0,19.0,62.0,0.7170031796251778,0.7048425820668476
64.0,24.0,81.0,0.7170031796251778,0.722241253073634
32.0,26.0,52.0,0.7170031796251778,0.6792918118005358
64.0,21.0,67.0,0.7170031796251778,0.6858025390967365
32.0,26.0,88.0,0.7170031796251778,0.6889908858042735
64.0,22.0,61.0,0.7170031796251778,0.7027673538786353
64.0,21.0,62.0,0.7170031796251778,0.7211356332626528
64.0,25.0,80.0,0.7170031796251778,0.6951206010487754
64.0,21.0,78.0,0.7170031796251778,0.6685275163538347
64.0,23.0,63.0,0.7170031796251778,0.700633737242581
64.0,21.0,77.0,0.7170031796251778,0.7045471359806632
32.0,21.0,63.0,0.7170031796251778,0.705632019532053
64.0,21.0,66.0,0.7170031796251778,0.7029095044384597
32.0,23.0,79.0,0.7170031796251778,0.6762462023689197
32.0,22.0,49.0,0.7170031796251778,0.7050366557374748
32.0,22.0,50.0,0.7170031796251778,0.7092577148647831
32.0,22.0,50.0,0.7170031796251778,0.7040225683009134
32.0,23.0,75.0,0.7170031796251778,0.6631543725622554
64.0,21.0,80.0,0.7170031796251778,0.7141494173446913
64.0,24.0,60.0,0.7170031796251778,0.6952117101043246
64.0,20.0,71.0,0.7170031796251778,0.7322496344618833
32.0,23.0,74.0,0.7170031796251778,0.6859284743124143
64.0,21.0,80.0,0.7170031796251778,0.7024804794905051
64.0,21.0,61.0,0.7170031796251778,0.6829195086142544
64.0,13.0,16.0,0.5585590370515447,0.7060675323234857
64.0,29.0,30.0,0.5448824705755932,0.6981016841954387
64.0,26.0,4.0,0.5957754326616644,0.8097573320606376
64.0,26.0,4.0,0.5963214807930768,0.7690579267511661
64.0,23.0,0.0,0.5945995001432629,0.7426368096380916
64.0,20.0,0.0,0.5913140822826548,0.715637132879716
64.0,20.0,0.0,0.5913140822826548,0.715637132879716
64.0,20.0,0.0,0.5913140822826548,0.715637132879716
64.0,19.0,0.0,0.5901598444268195,0.7062993825451066
64.0,19.0,0.0,0.5901598444268195,0.7062993825451066
64.0,23.0,32.0,0.5220791972822232,0.5420369928591134
